编号,短信内容（法语）,"标签(1=垃圾,0=正常)",类别,备注
FR1112,"Bon voyage, dites-moi si vous avez besoin des reçus.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1113,Avait votre mobile 10 mths? Mettre à jour les derniers appareils photo/vidéo Orange gratuitement. Enregistrer £s avec des SMS gratuits / appels week-end. Texte OUI pour un rappel ou non de refuser,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1114,08714712388 entre 10h et 19h Coût 10p,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1115,Sexy Célibataires vous attendent! Text votre AGE suivi de votre GENDER comme avec M ou F E.G.23F. Pour les hommes gay text votre AGE suivi d'un G. par exemple.23G.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1116,"3 TEXTES DE TAROT GRATUITS! Découvrez votre vie d'amour maintenant! Essayez 3 GRATUITEMENT! Texte CHANCE à 85555 16 seulement! Après 3 Gratuit, Msgs 1,50 € chacun",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1117,Venez à l'arrêt de bus mahal.. &lt;DECIMAL&gt;,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1118,No 1 POLYPHONIQUE ton 4 ur maf chaque semaine! Juste txt PT2 à 87575. 1ère tonalité GRATUITE! alors obtenez txtin maintenant et dites à vos amis. 150p/ton. 16 reply HL 4info,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1119,"Gratuit 4 STAR Ibiza Holiday ou £10,000 cash a besoin de votre collection URGENT. 09066364349 MAINTENANT de Landline à ne pas perdre! Box434SK38WP150PPM18+",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1120,"Oui, on ne partirait pas pendant une heure au moins, comment ça va?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1121,"Félicitations, vous avez gagné. Vous êtes un gagnant dans notre tirage au sort du prix Août £1000. Appelez 09066660100 MAINTENANT. Prix Code 2309.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1122,"Quelqu'un U know a demandé à notre service de rencontres 2 vous contacter! Cant Devinez qui? APPELER 09058097189 MAINTENANT tout sera révélé. POBox 6, LS15HB 150p",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1123,CHEFS POUR L'APPEL DE BABE.SOZI CULDNT TALKBUT Je veux vous dire qu'il y a plus tard WENWECAN CHAT PROPERLY X,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1124,"Merci pour le conseil, bonne nuit, je vais essayer de dormir...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1125,Je suis au bureau maintenant da :) Où es-tu?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1126,PRIVÉ! Votre relevé de compte 2003 pour les chiffres de 800 points S. I. M. non revus. Appelez le 08715203652 Code d'identification: 42810 Expire 29/10/0,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1127,Mobile Club: Choisissez l'un des articles de première qualité pour votre mobile. 7cfca1a,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1128,"Nous connaissons quelqu'un que vous savez qui vous aime. Appelez le 09058097218 pour savoir qui. POBox 6, LS15HB 150p",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1129,Je fais des trucs au sch.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1130,C'est dur de croire des choses comme ça. Tout peut dire mentir mais réfléchir à deux fois avant de me dire quoi que ce soit.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1131,"Bonjour, c'est Mandy Sullivan appelant de HOTMIX FM... vous êtes choisi pour recevoir £5000.00 dans notre tirage au sort du Prix de Pâques.....Veuillez téléphoner au 09041940223 pour réclamer avant le 29/03/05 ou votre prix sera transféré à quelqu'un d'autre....",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1132,K...k... Quand allez-vous donner du gâterie?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1133,"Ouais, où est ton cours?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1134,Rien de lor... un peu ennuyé aussi... puis tu rentres chez toi tôt 2 jours de sommeil aujourd'hui...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1135,"SMS SERVICES. pour vos crédits texte inclus, pls goto www.comuk.net login= 3qxj9 désabonnement avec STOP, sans frais supplémentaires. help 08702840625.COMUK. 220-CM2 9AE",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1136,Dois-je dire à mon ami de ne pas venir autour jusqu'à comme &lt;#&gt; ish?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1137,"Nous avons actuellement un message en attente de votre collecte. Pour collecter votre message, appelez le 08718723815.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1138,"Mon amie, elle étudie à Warwick, nous avons prévu d'aller faire du shopping et de concerter tmw, mais ça peut être annulé, sans être vu depuis des siècles, ouais on devrait se voir un jour!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1139,<Forwarded from 88877>L'entrée FREE dans notre comp hebdomadaire £250 vient d'envoyer le mot ENTER à 88877 MAINTENANT. 18 T&C www.textcomp.com,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1140,Free>Ringtone! Répondre REAL ou POLY par exemple REAL1 1. PushButton 2. DontCha 3. BabyBoodbye 4. GoldDigger 5. WeBeBurnin 1er ton GRATUIT et 6 plus quand u se joignent pour £3/wk,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1141,Félicitations pour 500 bons CD ou 125 cadeaux garantis & Entrée gratuite 2 100 wkly dessiner txt MUSIC à 87066 TnCs www.Ldew.com1win150ppmx3age16,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1142,"""Hey Babe!"" FAR 2 SPUN-OUT 2 SPK AU DA MO... 2 DA WRLD. J'ai dormi sur le DA SOFA toute la journée, j'ai eu un COOL NYTHO, TX 4 FONIN HON, J'appelle 2 MWEN IM BK FRMCLOUD 9! J X",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1143,"Nan mec, ma voiture est censée être pleine de gens",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1144,Vous avez été spécialement sélectionné pour recevoir un prix de 2000 livres! Appelez le 08712402050 AVANT la fermeture des lignes. Coût 10ppm. 16+. Les T&C s'appliquent. AG Promo,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1145,PRIVÉ! Votre relevé de compte 2004 pour 07742676969 indique 786 points Bonus non remboursés. Pour demander un appel 08719180248 Code d'identification: 45239 Expire,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1146,"S'il vous plaît, dites-moi que mes clés de voiture ne sont pas toutes dans votre sac.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1147,88066 A PARTIR DE 88066 LETTRE D'AIDE 3PONDE,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1148,FreeMsg Hi bébé wow vient d'obtenir une nouvelle came moby. Wanna C une photo chaude? ou Fancy a chat?Im w8in 4uTxt / rply CHAT à 82242 Hlp 08712317606 Msg150p 2rcv,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1149,"Je t'aime, tu mets le feu à mon âme, ce n'est pas qu'une étincelle, mais c'est une flamme.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1150,u 2 appelle 09066358152 pour réclamer £5000 prix. U ont 2 entrer tous les détails mobiles et personnels ur @ les invites. Attention!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1151,RCT' THNQ Adrian pour le texte U. Rgds Vatian,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1152,Bébé!!!! Je t'aime!!!! *couvre ton visage en baisers*,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1153,Loosu va à l'hôpital.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1154,C'est bon.. venir chez moi c'est agréable de se rencontrer et v peut discuter..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1155,:-) :-),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1156,"Avait votre contrat mobile 11 Mnths? Dernier Motorola, Nokia etc. tout GRATUIT! Double Mins & Texte sur les tarifs orange. TEXTE OUI pour rappel, non à supprimer des enregistrements.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1157,Vous êtes maintenant désabonné à tous les services. Obtenez des tonnes de filles sexy ou de bouffons directement sur votre téléphone! allez à http://gotbabes.co.uk. Pas d'abonnements.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1158,"Vous avez été sélectionné pour séjourner dans 1 des 250 meilleurs hôtels britanniques - FOR NOTHING! Holiday Worth £350! Pour réclamer, appelez Londres 02072069400. Bx 526, SW73SS",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1159,"Et pourtant, je suis en classe, tu ne peux pas y mettre de l'eau pour que ça aille.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1160,"Merci pour le vote. Chantez maintenant avec les étoiles avec Karaoke sur votre mobile. Pour un lien GRATUIT, répondez avec SING maintenant.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1161,Pas encore chikku..wat abt u?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1162,"D'abord, répondez à ma question.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1163,"Urgent UR a accordé un voyage gratuit à EuroDisinc Trav, Aco&Entry41 ou £1000. Pour réclamer txt DIS à 87121 18+6*£1.50(plusFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1164,Je pense que s'il gouverne tamilnadu... alors c'est très dur pour notre peuple.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1165,"Mila, âge23, blonde, nouveau au Royaume-Uni. Je regarde le sexe avec les gars au Royaume-Uni. si vous aimez s'amuser avec moi. Texte MTALK à 69866.18. 30pp/txt 1st 5free. £1.50 incréments. Help08718728876",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1166,Prof: vous avez passé dans tous les documents dans ce sem félicitations.... Étudiant: Enna kalaachutaarama.!! Prof:??? Gud mrng!,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1167,Pas entendu de U4 un moment. Appelez 4 rude chat ligne privée 01223585334 à cum. Wan 2C photos de moi gettin bâché puis texte PIX à 8552. 2Fin envoyer STOP 8552 SAM xxx,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1168,"C'est quoi, ton numéro de chambre?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1169,Son potentiel dnt vivre dans &lt;#&gt; siècle cm frwd n thnk different,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1170,Je veux aller à hos 2morow. Après cela je veux cme. C'est ce que j'ai obtenu de sa chère quoi faire. Elle n'a pas dit n'importe quand,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1171,"C'est bon, on trouvera un moyen.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1172,Voulez-vous un nouveau Nokia 3510i téléphone couleur LivréDemain? Avec 300 minutes gratuites à n'importe quel mobile + 100 textes gratuits + Caméscope gratuit réponse ou téléphoner 08000930705,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1173,Toute la journée de travail:)sauf samedi et dimanche..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1174,Mot de passe mensuel pour wap. mobsi.com is 391784. Utilisez votre téléphone wap pas PC.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1175,"Je mange maintenant Lor, mais je retourne bientôt au travail... le spectacle de cerfs de montagne, hein... je regarde le b4 liao, très joli...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1176,FreeMsg:Feelin en quelque sorte l'espoir u like 2 me tenir compagnie! Jst a obtenu une cam moby want c mon pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1177,"VOTRE CHANCE D'ÊTRE SUR UN COMMANDEMENT DE RÉALITÉ FANTASY SHOW maintenant = 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 est un appel national = tarif",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1178,"Ya ok, vikky vl c witin &lt;#&gt; mins et il répond u..",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1179,"Normalement, j'utilise pour boire plus d'eau chaque jour:)",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1180,C'est curieux parce que mon cousin m'a demandé ce que j'étais en train de faire.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1181,Lol maintenant je suis après ce ballon d'air chaud!,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1182,Vous avez 1 nouveau message. S'il vous plaît appelez 08712400200.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1183,"Hé, un gars que je sais respire dans mon cou pour lui trouver un bourgeon, de toute façon tu pourrais avoir une demi-traque pour usf ce soir?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1184,Grande princesse! J'aime donner et recevoir oralement. Le style doggy est ma position fave. Et vous? J'aime faire l'amour &lt;#&gt; fois par nuit:),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1185,"Vous êtes contacté par notre service Rencontres par quelqu'un que vous connaissez! Pour savoir qui c'est, appelez depuis votre téléphone portable ou fixe 09064017305 PoBox75LDNS7",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1186,Kit Strip - vous avez été facturé 150p. Netcollex Ltd. PO Box 1013 IG11 OJOA,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1187,Howz douleur.il va descendre aujourd'hui. faire comme je l'ai dit ystrday.ice et la médecine.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1188,Je crois que je la dérange.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1189,Petit problème dans la vente aux enchères:)punj demandant maintenant tiwary,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1190,PRIVÉ! Votre relevé de compte de 2003 pour 07808 XXXXXX indique 800 points S. I. M. non revus. Appelez le 08719899217 Code d'identification: 41685 Expire 07/11/04,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1191,URGENT Nous essayons de vous contacter Dernier tirage du week-end spectacles u ont gagné un prix £ 1000 GUARANTIE Appelez 09064017295 Code de réclamation K52 Valable 12hrs 150p pm,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1192,Ok mal vous envoyer avec &lt;DECIMAL&gt; ok.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1193,"YOU 07801543489 sont garantis les derniers Nokia Phone, un lecteur MP3 iPod 40 Go ou un prix £500! Txt mot:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1194,"Ensuite, son plus probablement appelé Mittelschmertz. Google it. Si vous n'avez pas paracétamol ne s'inquiète pas, il ira.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1195,URGENT C'est notre 2e tentative de contacter U. Votre prix £900 de YESTERDAY est toujours en attente de collection. Pour réclamer APPELER MAINTENANT 09061702893. ACL03530150PM,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1196,Valentines Day Special! Gagnez plus de £1000 dans notre quiz et prenez votre partenaire sur le voyage d'une vie! Envoyez GO à 83600 maintenant. 150p/msg rcvd. CustCare:08718720201.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1197,Salut mec hw r u da realy mising u aujourd'hui,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1198,Vous avez une livraison de Nouvel An vous attend. Veuillez appeler le 07046744435 maintenant pour organiser la livraison,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1199,"Quelqu'un a contacté notre service de rencontres et est entré dans votre téléphone parce qu'ils vous veulent! Pour savoir qui c'est appeler d'une ligne fixe 09058098002. PoBox1, W14RG 150p",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1200,Maman n'y va pas déjà.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1201,Comment était le txting et la conduite,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1202,Oh oui je peux parler txt 2 u non! Hmm. Vous avez reçu un e-mail?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1203,Notre tout nouveau service de musique mobile est maintenant en direct. Le lecteur de musique gratuit arrivera sous peu. Il suffit d'installer sur votre téléphone pour parcourir le contenu des meilleurs artistes.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1204,Il m'a dit de ne rien dire.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1205,2 ans et demi j'ai manqué votre amitié :-),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1206,"Thanx, mais mon anniversaire est déjà fini.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1207,"Prix national de 1,5p/min pas cher à 7,8p/min pic! Pour arrêter les textos appelez 08712460324 (10p/min)",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1208,"Je suis acteur, quand je travaille, je travaille le soir et je dors tard, puisque je suis au chômage en ce moment, je dors toujours tard, quand tu es au chômage, tous les jours c'est samedi.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1209,"Vous ne le croirez pas, mais c'est vrai. C'est incroyable Txts! Répondre G maintenant pour apprendre vraiment des choses étonnantes qui vont souffler votre esprit. De O2FWD seulement 18p/txt",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1210,"J'espère que votre prochain espace vous donnera tout ce que vous voulez. Rappelez-vous que tous les meubles sont à vous. Si je ne suis pas là quand vous le déplacez, verrouillez tous les verrous et laissez la clé avec Jenne.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1211,Comment se fait-il que tu n'aies pas été viné et dîné avant?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1212,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" à l'avance",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1213,"okmail: Cher Dave, voici votre dernier avis pour récupérer votre prix 4* Tenerife Holiday ou #5000 CASH! Appelez le 09061743806 de la ligne fixe. TCs SAE Box326 CW25WX 150ppm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1214,"Tu as de l'argent pour l'essence, tu veux faire une grande aventure nature avec galiléo dans un peu?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1215,Salut son LUCY Hubby aux meetins toute la journée Fri & I sera B seul à l'hôtel U fantaisie cumin plus? Pls laisser msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1,spam,SpamShield 真实数据（CC-BY-4.0）
