编号,原文（法语）,类型,伪装对象,诈骗手法,判定依据,是否钓鱼,来源,备注
示例297,"CA Crédit Agricole

Aujourd'hui 11:03

ALERTE : Un virement de 890€ a été initié depuis votre compte ce matin. Si ce n'est pas vous, appelez 01 76 38 XX XX URGENT",短信,Crédit Agricole,Smishing alerte virement frauduleux pour inciter à rappeler un faux numéro (vishing),"Numéro 01 76 38 XX XX non officiel, crée la panique, fil de conversation usurpé, la vraie banque ne demande pas de rappel à un numéro tiers",是,toutsurlacyber.fr - https://toutsurlacyber.fr/faux-sms-arnaque-guide-complet/,Smishing vers vishing faux conseiller bancaire
示例298,"Ameli

Lundi 14:27

Un remboursement de 87,50€ vous est dû. Mettez à jour vos coordonnées bancaires. ameli-remboursement-fr.com/rib",短信,Ameli / Assurance Maladie,"Smishing remboursement 87,50€ pour voler le RIB","Ameli ne demande jamais de RIB par SMS, domaine ameli-remboursement-fr.com, les remboursements sont automatiques",是,toutsurlacyber.fr - https://toutsurlacyber.fr/faux-sms-arnaque-guide-complet/,Smishing Ameli
示例299,"DGFiP

Jeudi 10:15

Votre remboursement fiscal de 2143€ est disponible. Renseignez votre RIB pour le recevoir. impots-remboursement-fr.com",短信,DGFiP / impôts,Smishing remboursement d'impôts 2143€ pour voler le RIB,"Les impôts ne remboursent jamais par SMS, domaine impots-remboursement-fr.com, délai inventé, contact officiel via impots.gouv.fr",是,toutsurlacyber.fr - https://toutsurlacyber.fr/faux-sms-arnaque-guide-complet/,Smishing impôts
示例300,"Vinci Autoroutes : Vous avez un péage impayé de 4,70€. Réglez sous 48h pour éviter les frais : vinci-autoroute-paiement.com",短信,Vinci Autoroutes,"Smishing péage impayé 4,70€ vers faux site de paiement","Les sociétés d'autoroutes ne réclament pas de péage par SMS avec lien, petit montant 4,70€ crédible, urgence 48h",是,toutsurlacyber.fr - https://toutsurlacyber.fr/faux-sms-arnaque-guide-complet/,Smishing faux péage Vinci
示例301,"OR Orange

Vendredi 19:08

Votre facture est disponible. Une action est requise pour éviter la coupure de ligne. orange-facture-secure.com",短信,Orange,Smishing facture impayée avec menace de coupure de ligne pour voler identifiants,"URL orange-facture-secure.com non officielle, menace de coupure = pression, vole les identifiants pour portabilité frauduleuse",是,toutsurlacyber.fr - https://toutsurlacyber.fr/faux-sms-arnaque-guide-complet/,Smishing opérateur Orange
示例302,Félicitations ! Votre fidélité récompensé par SFR ! un iPhone 17 Gratuit. Réclamez avant ce soir : sfr-client-cadeau.com/gain,短信,SFR,Smishing faux cadeau fidélité (iPhone 17 gratuit) pour collecter données et abonnements cachés,"Numéro mobile +33 6 inconnu, offre trop belle pour être vraie, urgence avant ce soir, abonnement payant caché dans les CGV",是,toutsurlacyber.fr - https://toutsurlacyber.fr/faux-sms-arnaque-guide-complet/,Smishing faux cadeau SFR
示例303,"Cher client, suite à une activité suspecte, les retraits sur votre compte Binance ont été bloqués. Pour des raisons de sécurité, vous devez vérifier votre identité dans les 24 heures. Si aucune action n'est entreprise, vos fonds seront gelés définitivement. Cliquez sur le lien ci-dessous pour débloquer votre portefeuille.",邮件,Binance,Phishing crypto : faux blocage des retraits pour voler identifiants et seed phrase,"Urgence 24h et menace de gel définitif des fonds, lien vers faux site Binance, une plateforme officielle ne menace jamais de geler les fonds par email",是,juriup.ch - https://juriup.ch/arnaques/arnaque-au-faux-compte-bloque-le-phishing-des-portefeuilles-cryptos/,Phishing crypto Binance
示例304,TrustWallet Alert : Une tentative de connexion non autorisée a été détectée. Sécurisez vos fonds immédiatement en validant votre phrase de récupération via le lien suivant : https://trustwallet-secure-auth.com,短信,Trust Wallet,Smishing crypto : vol de la phrase de récupération (seed phrase) via lien frauduleux,"URL trustwallet-secure-auth.com non officielle, le support ne demande jamais la seed phrase sur un site web, l'URL donne un accès total aux fonds",是,juriup.ch - https://juriup.ch/arnaques/arnaque-au-faux-compte-bloque-le-phishing-des-portefeuilles-cryptos/,Smishing crypto Trust Wallet
示例305,"Bonjour, je suis agent du support Coinbase. Nous avons remarqué que votre transaction est bloquée. Pour la débloquer, veuillez synchroniser votre portefeuille sur notre portail sécurisé. Avez-vous votre phrase secrète de 12 mots à portée de main ?",邮件,Support Coinbase (message privé Telegram),Faux support Telegram : demande directe de la phrase secrète de 12 mots,"Le support n'est jamais spontané sur Telegram, demande directe de la seed phrase = vol total des fonds, portail sécurisé factice",是,juriup.ch - https://juriup.ch/arnaques/arnaque-au-faux-compte-bloque-le-phishing-des-portefeuilles-cryptos/,Faux support crypto sur Telegram
示例306,"Cher membre, nous n'avons pas pu valider la facturation de votre abonnement. Sans mise à jour de votre mode de paiement, votre compte Netflix sera suspendu demain. Veuillez actualiser vos coordonnées via le lien suivant : [Lien]",邮件,Netflix,Phishing Netflix : facturation échouée pour voler coordonnées bancaires,"Urgence demain, expéditeur hors domaine netflix.com, Netflix ne demande jamais la CB par email, lien vers faux site",是,juriup.ch - https://juriup.ch/arnaques/phishing-netflix-et-streaming-larnaque-au-probleme-de-paiement-en-suisse/,Phishing Netflix facturation
示例307,"Spotify : Votre dernier paiement a été refusé. Pour éviter l'interruption de votre musique, mettez à jour votre carte ici : hxxp://update-spotify-ch.com",短信,Spotify,Smishing Spotify : paiement refusé pour voler la carte bancaire,"Les services de streaming n'envoient quasiment jamais de SMS pour un problème de CB, URL update-spotify-ch.com non officielle",是,juriup.ch - https://juriup.ch/arnaques/phishing-netflix-et-streaming-larnaque-au-probleme-de-paiement-en-suisse/,Smishing Spotify
示例308,"Félicitations ! En tant que client fidèle, vous gagnez 1 an d'abonnement Disney+ gratuit. Confirmez vos coordonnées et réglez 1,50 CHF de frais d'activation sur ce lien sécurisé.",邮件,Disney+,"Faux cadeau abonnement avec frais d'activation 1,50 CHF pour voler la CB","Faux reward, les frais d'activation servent à capturer le numéro de carte, lien sécurisé factice, vous ne vous êtes pas inscrit à ce jeu",是,juriup.ch - https://juriup.ch/arnaques/phishing-netflix-et-streaming-larnaque-au-probleme-de-paiement-en-suisse/,Phishing Disney+ faux abonnement gratuit
示例309,Netflix : nous n'avons pas pu traiter votre paiement. Votre abonnement est suspendu. Mettez a jour vos informations : netflix-billing[.]info,短信,Netflix,"Smishing Netflix : paiement non traité, abonnement suspendu","Domaine netflix-billing.info non officiel (vrai: netflix.com), Netflix ne demande jamais la CB par email/SMS, faute de frappe Mettez a jour",是,louche-ou-pas.fr - https://louche-ou-pas.fr/arnaque/netflix,Smishing Netflix
示例310,"Bonjour, je suis le propriétaire de l'appartement T3 situé au 15 rue de la Paix, Paris 2e. Je suis actuellement en mission humanitaire au Sénégal et ne peux pas assurer les visites. L'appartement est disponible immédiatement. Pour le réserver, merci de m'envoyer le dépôt de garantie (1 200 euros) par Western Union. Je vous enverrai les clés par courrier recommandé dès réception.",邮件,Faux propriétaire expatrié au Sénégal,Fausse location : propriétaire à l'étranger demandant dépôt de garantie par Western Union avant visite,"Refus de visite, demande de virement Western Union avant toute visite, aucune location sérieuse ne se fait sans visite, paiement non traçable",是,iarnaque.fr - https://iarnaque.fr/arnaques/sites/arnaque-faux-loyer-location,Arnaque à la fausse location immobilière
示例311,"Magnifique villa 4 chambres avec piscine, vue mer, Cassis. 800 euros/semaine tout compris. Réservation rapide hors plateforme pour éviter les frais Airbnb. Virement bancaire uniquement. Places limitées pour l'été.",邮件,Faux loueur Airbnb / location saisonnière,"Fausse location saisonnière : paiement hors plateforme, villa qui n'existe pas","Paiement direct hors plateforme Airbnb, photos volées, refus de visite, logement inexistant, virement uniquement non protégé",是,iarnaque.fr - https://iarnaque.fr/arnaques/sites/arnaque-faux-loyer-location,Faux Airbnb / location vacances
示例312,"Cabinet Martin Immobilier - Nous avons plusieurs biens correspondant à votre recherche. Pour constituer votre dossier et accéder aux visites, merci de régler les frais de dossier de 150 euros par virement.",邮件,Cabinet Martin Immobilier (agence fictive),Usurpation d'agence immobilière : frais de dossier 150€ avant même l'accès aux visites,"Demande de frais avant visite, agence réelle non contactée, virement demandé sans bail signé",是,iarnaque.fr - https://iarnaque.fr/arnaques/sites/arnaque-faux-loyer-location,Fausse agence immobilière
示例313,"Cher client, votre abonnement annuel au support Microsoft Defender a été renouvelé avec succès. Un montant de 399 CHF sera débité de votre carte de crédit dans les 24 heures. Si vous n'êtes pas à l'origine de cette commande, veuillez contacter immédiatement notre service de facturation au 0800 XX XX XX pour annuler la transaction.",邮件,Microsoft Defender / service facturation,Faux renouvellement d'abonnement 399 CHF pour pousser à appeler un faux support qui vole la CB,"Faux sentiment d'urgence de prélèvement, objectif = appeler le numéro fourni, Microsoft n'a pas de tel service de facturation spontané",是,juriup.ch - https://juriup.ch/arnaques/arnaque-au-faux-support-technique-microsoft-apple/,Tech support scam email Microsoft
示例314,"Bonjour, je vous appelle du centre de sécurité Microsoft à Genève. Nous avons reçu plusieurs alertes graves provenant de votre ordinateur indiquant qu'il est en train de se faire pirater et que votre adresse IP est utilisée pour des actes illégaux.",语音,Centre de sécurité Microsoft Genève,Vishing tech support : appel spontané signalant piratage pour prendre le contrôle à distance,"Microsoft n'appelle jamais ses clients de façon proactive pour signaler un virus, usurpation d'autorité, appel non sollicité",是,juriup.ch - https://juriup.ch/arnaques/arnaque-au-faux-support-technique-microsoft-apple/,Vishing faux support Microsoft
示例315,"Pour bloquer les transactions frauduleuses et vous rembourser nos frais d'intervention, connectez-vous à votre e-banking. Je vais assombrir votre écran quelques instants pour sécuriser la connexion, veuillez valider la notification Push sur votre téléphone.",语音,Faux technicien support ( manipulation e-banking),"Vishing : manipulation e-banking, fait valider une notification Push qui autorise un virement vers les escrocs","Phase décisive du vol : l'escroc masque l'écran pendant qu'il fait un virement, la victime valide sans lire, jamais de connexion e-banking au téléphone avec un tiers",是,juriup.ch - https://juriup.ch/arnaques/arnaque-au-faux-support-technique-microsoft-apple/,Vishing manipulation e-banking / AitM
示例316,Validez la notification pour bloquer le paiement.,语音,Faux conseiller bancaire service sécurité,Vishing : fait valider une notification Push qui autorise en réalité un virement frauduleux,"Phrase type du faux conseiller bancaire, la banque ne demande jamais de valider une notification pour bloquer un paiement, c'est l'opération frauduleuse elle-même",是,help-clic.fr - https://help-clic.fr/faux-conseiller-bancaire-arnaque-proteger-compte/,Vishing bancaire phrase type
示例317,Ajoutez ce bénéficiaire pour protéger vos fonds.,语音,Faux conseiller bancaire,Vishing : incite à ajouter un bénéficiaire (compte des escrocs) sous prétexte de sécurisation,"La banque ne demande jamais d'ajouter un bénéficiaire pour protéger les fonds, le bénéficiaire est le compte des escrocs",是,help-clic.fr - https://help-clic.fr/faux-conseiller-bancaire-arnaque-proteger-compte/,Vishing ajout bénéficiaire frauduleux
示例318,"Découpez votre carte, mais gardez la puce intacte.",语音,Faux conseiller bancaire,Vishing : fait découper la carte mais garder la puce pour que le faux coursier vole encore les fonds,"Phrase type de l'arnaque au faux coursier, la vraie banque bloque la carte à distance, jamais de découpage à la demande",是,help-clic.fr - https://help-clic.fr/faux-conseiller-bancaire-arnaque-proteger-compte/,Vishing faux coursier
示例319,"Si vous raccrochez, vous risquez de perdre votre argent.",语音,Faux conseiller bancaire service sécurité,Vishing : menace d'angoisse pour empêcher la victime de raccrocher et vérifier,"Pression psychologique pour maintenir la ligne ouverte, empêche la victime de rappeler la vraie banque, classique du vishing",是,help-clic.fr - https://help-clic.fr/faux-conseiller-bancaire-arnaque-proteger-compte/,Vishing pression psychologique
